,강남11개구,강북14개구,수도권,전국,KOSPI,S&P 500
2012-02-01,52.424688720871,60.958189372301,66.184830750749,73.446451149185,2030.25,1365.6800537109375
2012-03-01,52.264261155655,60.849605465838,66.044908471655,73.587019304889,2014.04,1408.469970703125
2012-04-01,51.968506730791,60.682295920428,65.801665776817,73.691646586567,1981.99,1397.9100341796875
2012-05-01,51.815703855103,60.54596360129,65.631929434508,73.712769565985,1843.47,1310.3299560546875
2012-06-01,51.629494487693,60.39826358432,65.454952505078,73.66928017015,1854.01,1362.1600341796875
2012-07-01,51.333478099043,60.10018143692,65.182334173887,73.560395153158,1881.99,1379.3199462890625
2012-08-01,51.034511254832,59.900438917729,64.947071601938,73.448843311547,1905.12,1406.5799560546875
2012-09-01,50.638373597825,59.606908391429,64.588523528243,73.292187991101,1996.21,1440.6700439453125
2012-10-01,50.35332898057,59.214300893722,64.237597223,73.162855227446,1912.06,1412.1600341796875
2012-11-01,50.15437049561,58.979911825765,63.977590335198,73.094137655314,1932.9,1416.1800537109375
2012-12-01,49.926327078095,58.826864467039,63.800546112139,73.031684142073,1997.05,1426.18994140625
2013-01-01,49.730773656107,58.618999520885,63.633148823241,72.967761885416,1961.94,1498.1099853515625
2013-02-01,49.590092462481,58.480351689321,63.477633264688,72.909365410947,2026.49,1514.6800537109375
2013-03-01,49.490389246707,58.291094068329,63.296000316204,72.871276857306,2004.89,1569.18994140625
2013-04-01,49.445656081002,58.191719962602,63.173917887727,72.861786476054,1963.95,1597.5699462890625
2013-05-01,49.454221876262,58.110462443277,63.063533489911,72.844685818205,2001.05,1630.739990234375
2013-06-01,49.357687576137,57.980279294295,62.904493544689,72.801647191865,1863.32,1606.280029296875
2013-07-01,49.193717301833,57.788785994374,62.761002474102,72.782696454632,1914.03,1685.72998046875
2013-08-01,49.101885387005,57.553201859351,62.603902625757,72.733393005015,1926.36,1632.969970703125
2013-09-01,49.091613064392,57.50309648134,62.536654324802,72.763680187876,1996.96,1681.550048828125
2013-10-01,49.135750217757,57.559778448634,62.621100905102,72.933482762706,2030.09,1756.5400390625
2013-11-01,49.140332196627,57.566120854188,62.660341592523,73.101639939337,2044.87,1805.81005859375
2013-12-01,49.140539719224,57.563036094604,62.692469965522,73.274950648683,2011.34,1848.3599853515625
2014-01-01,49.173656077494,57.557877917477,62.729651155818,73.366421126758,1941.15,1782.5899658203125
2014-02-01,49.244516988161,57.620293343276,62.807007332314,73.504937784396,1979.99,1859.449951171875
2014-03-01,49.380698592639,57.725313079352,62.994636683797,73.763523168519,1985.61,1872.3399658203125
2014-04-01,49.408059724603,57.789349693789,63.116703193306,73.950565416112,1961.79,1883.949951171875
2014-05-01,49.389983820405,57.773878132932,63.121822128146,73.997770493217,1994.96,1923.5699462890625
2014-06-01,49.330159467889,57.732431291533,63.10227219266,74.039785082473,2002.21,1960.22998046875
2014-07-01,49.329009661259,57.726059166384,63.11896203016,74.107533946752,2076.12,1930.6700439453125
2014-08-01,49.359123746048,57.721913269775,63.193238692943,74.211528557521,2068.54,2003.3699951171875
2014-09-01,49.555182035686,57.840288036906,63.416168869685,74.44806194581,2020.09,1972.2900390625
2014-10-01,49.730807750831,57.965717663615,63.638742472193,74.714685951054,1964.43,2018.050048828125
2014-11-01,49.777713556385,58.029259340134,63.746133758054,74.891734626812,1980.78,2067.56005859375
2014-12-01,49.763113127387,58.070035057004,63.828091417589,75.059182405652,1915.59,2058.89990234375
2015-01-01,49.802666072036,58.12270004972,63.905425828794,75.173299942284,1949.26,1994.989990234375
2015-02-01,49.90155845486,58.229870742361,64.078253507581,75.372665347472,1985.8,2104.5
2015-03-01,50.13463930839,58.512094574317,64.396230244328,75.714756493868,2041.03,2067.889892578125
2015-04-01,50.434860657617,58.797750891072,64.787388176423,76.142613533868,2127.17,2085.510009765625
2015-05-01,50.655540028228,58.992273377862,65.085802153163,76.485800247657,2114.8,2107.389892578125
2015-06-01,50.955357372983,59.215128626803,65.447309923566,76.883552621086,2074.2,2063.110107421875
2015-07-01,51.218954617916,59.456359699077,65.785056732622,77.226085471605,2030.16,2103.840087890625
2015-08-01,51.53290432315,59.738859467019,66.125708985856,77.577253877659,1941.49,1972.1800537109375
2015-09-01,51.922421633398,60.159421541824,66.578631758874,78.028709854475,1962.81,1920.030029296875
2015-10-01,52.189680822252,60.442065001515,66.865290214278,78.309106093401,2029.47,2079.360107421875
2015-11-01,52.578617155589,60.804532644074,67.237376831345,78.696708567852,1991.97,2080.409912109375
2015-12-01,52.748118382425,60.993637204069,67.405758492039,78.853723893838,1961.31,2043.93994140625
2016-01-01,52.812307312692,61.05655777629,67.478658768849,78.917663444572,1912.06,1940.239990234375
2016-02-01,52.875959627081,61.165820486923,67.555891975023,78.981503280505,1916.66,1932.22998046875
2016-03-01,52.898152108732,61.230027868088,67.597039093824,78.992806217007,1995.85,2059.739990234375
2016-04-01,52.955186193048,61.310147112145,67.652304339818,79.016978317998,1994.15,2065.300048828125
2016-05-01,53.136511932137,61.43587017453,67.780484597793,79.072470480424,1983.4,2096.949951171875
2016-06-01,53.405693168046,61.603335732663,67.935054007323,79.143510206231,1970.35,2098.860107421875
2016-07-01,53.754857361325,61.858158055774,68.158124082499,79.253871076377,2016.19,2173.60009765625
2016-08-01,54.110026752796,62.131310167199,68.383471510053,79.366352517376,2034.65,2170.949951171875
2016-09-01,54.389269494987,62.342746920038,68.576460281388,79.486607408588,2043.63,2168.27001953125
2016-10-01,54.841288718743,62.706127684639,68.910534002296,79.71712744551,2008.19,2126.14990234375
2016-11-01,55.200108093815,63.124580202525,69.26353946521,79.969384305179,1983.48,2198.81005859375
2016-12-01,55.221439311062,63.232633977257,69.351725015182,80.0350031385,2026.46,2238.830078125
2017-01-01,55.20548005017,63.293197799277,69.381667760901,80.051190542818,2067.57,2278.8701171875
2017-02-01,55.213156772756,63.335819387695,69.394232459896,80.054387654133,2091.64,2363.639892578125
2017-03-01,55.27742813318,63.386866692799,69.434249199949,80.068628073945,2160.23,2362.719970703125
2017-04-01,55.362451630834,63.46182582187,69.486329644027,80.095780018764,2205.44,2384.199951171875
2017-05-01,55.5165738432,63.55723134907,69.563959841235,80.134613822097,2347.38,2411.800048828125
2017-06-01,56.031130511212,64.044010912603,69.853043895832,80.313541855396,2391.79,2423.409912109375
2017-07-01,56.502060813196,64.607998335594,70.18856977289,80.522608866951,2402.71,2470.300048828125
2017-08-01,57.119289984623,65.254682631931,70.577155450515,80.752553124415,2363.19,2471.64990234375
2017-09-01,57.182543929941,65.382076416229,70.704774758802,80.797897518419,2394.47,2519.360107421875
2017-10-01,57.462716076247,65.639777692349,70.867625958519,80.878901277829,2523.43,2575.260009765625
2017-11-01,57.862344842426,65.98747647181,71.08144404328,80.984399273306,2476.37,2647.580078125
2017-12-01,58.342252666527,66.291127670889,71.273765585936,81.08192019001,2467.49,2673.610107421875
2018-01-01,59.213768762171,66.742182748715,71.60215800304,81.250596118341,2566.46,2823.81005859375
2018-02-01,59.943272773317,67.202156578721,71.907703650407,81.41630912562,2427.36,2713.830078125
2018-03-01,60.747476844879,67.973803532929,72.312020365229,81.638765648916,2445.85,2640.8701171875
2018-04-01,61.287818335894,68.461586718394,72.585129495248,81.749834036032,2515.38,2648.050048828125
2018-05-01,61.533217795,68.732356192399,72.724642403022,81.792717542427,2423.01,2705.27001953125
2018-06-01,61.783865371108,68.984744743543,72.86498200472,81.83834938489,2326.13,2718.3701171875
2018-07-01,62.093074497133,69.372772071672,73.025329886619,81.85480394105,2295.26,2816.2900390625
2018-08-01,62.906689251016,70.064253691442,73.414983983672,82.044394044349,2322.88,2901.52001953125
2018-09-01,65.345437457082,72.713707011785,74.899876871624,82.934753167022,2343.07,2913.97998046875
2018-10-01,66.457818614467,74.171317521344,75.801807429137,83.444320637273,2029.69,2711.739990234375
2018-11-01,66.661975081608,74.54369901131,76.057843106584,83.531019118279,2096.86,2760.169921875
2018-12-01,66.70188415572,74.66886716639,76.090893004021,83.529998687057,2041.04,2506.85009765625
2019-01-01,66.639612599644,74.702487414201,76.069090438496,83.456629399803,2204.85,2704.10009765625
2019-02-01,66.543150458626,74.678796095452,76.027081785059,83.361192037207,2195.44,2784.489990234375
2019-03-01,66.372315601624,74.626986393847,75.925004921186,83.200691968713,2140.67,2834.39990234375
2019-04-01,66.223444279546,74.587072058884,75.809669693787,82.999811119488,2203.59,2945.830078125
2019-05-01,66.175876979024,74.550863157032,75.736067432739,82.884813539758,2041.74,2752.06005859375
2019-06-01,66.131315762232,74.486743359981,75.653882409887,82.720234400384,2130.62,2941.760009765625
2019-07-01,66.410459133265,74.717920177815,75.704977430339,82.646993287905,2024.55,2980.3798828125
2019-08-01,66.69823126814,74.99307802088,75.807303229376,82.634062549714,1967.79,2926.4599609375
2019-09-01,67.019640957881,75.299403609716,75.929279711117,82.65667554885,2063.05,2976.739990234375
2019-10-01,67.540857369646,75.565094629471,76.108477132001,82.749087677279,2083.48,3037.56005859375
2019-11-01,68.017912267733,75.866581178066,76.316188887148,82.869931987979,2087.96,3140.97998046875
2019-12-01,69.004857126345,76.348606648455,76.779430095602,83.227907458598,2197.67,3230.780029296875
2020-01-01,69.5527881209,76.744811481501,77.173824737574,83.542361750288,2119.01,3225.52001953125
2020-02-01,69.959905798134,77.077647041258,77.723828990712,83.923012565723,1987.01,2954.219970703125
2020-03-01,70.496413479508,77.610641529268,78.643742078259,84.537410910015,1754.64,2584.590087890625
2020-04-01,70.54968567829,77.800756734099,78.966415620043,84.748199353555,1947.56,2912.429931640625
2020-05-01,70.509217066425,77.850832243172,79.112331520611,84.840725501858,2029.6,3044.31005859375
2020-06-01,70.819147685644,78.32429309847,79.62920006933,85.250188272435,2108.33,3100.2900390625
2020-07-01,72.254860838888,80.09981165351,80.948550737159,86.19754091895,2249.37,3271.1201171875
2020-08-01,73.554492525619,81.978807910869,82.031149552868,87.00052100521,2326.17,3500.31005859375
2020-09-01,74.80239628527,83.895537392046,83.170882361256,87.878534331446,2327.89,3363.0
2020-10-01,75.357206884087,84.523182857611,83.739235359346,88.384511888616,2267.15,3269.9599609375
2020-11-01,76.291485655644,86.111930055097,85.072963420465,89.720577195921,2591.34,3621.6298828125
2020-12-01,77.229763748388,87.329552429616,86.382542391987,91.256577242734,2873.47,3756.070068359375
2021-01-01,78.3609951603,88.8652903878,87.9360400372,92.6414445852,2976.21,3714.239990234375
2021-02-01,79.480148734189,90.457960109592,89.968972069479,94.269756063383,3012.95,3811.14990234375
2021-03-01,80.329849630904,91.928822560035,92.114148738132,95.900938050233,3061.42,3972.889892578125
2021-04-01,80.947966182514,92.99086278949,93.827446173179,97.272662775969,3147.86,4181.169921875
2021-05-01,81.714343561177,93.990659207757,95.280414949106,98.492687360319,3203.92,4204.10986328125
2021-06-01,83.041212427179,95.587658222499,97.586418874775,100.353512809667,3296.68,4297.5
2021-07-01,84.061666132713,96.869885952777,99.456168296989,101.878093948763,3202.32,4395.259765625
2021-08-01,85.295886479118,98.547661891263,101.93970642993,103.899346548454,3199.27,4522.68017578125
2021-09-01,86.6031498725,100.3904405471,104.418049063661,105.944047163529,3068.82,4307.5400390625
2021-10-01,87.601540739043,101.323242702673,106.03662088498,107.334122388985,2970.68,4605.3798828125
2021-11-01,88.677660094087,102.206767757072,107.656374374445,108.986783106061,2839.01,4567.0
2021-12-01,89.199813663932,102.533080494898,108.336912346557,109.668517083683,2977.65,4766.18017578125
2022-01-01,89.455063292358,102.711576668313,108.615194456491,110.015316109341,2663.34,4515.5498046875
2022-02-01,89.567797452518,102.767269555684,108.732708189707,110.194687567072,2699.18,4373.93994140625
2022-03-01,89.643730282696,102.788916431313,108.778921000615,110.308410113294,2757.65,4530.41015625
2022-04-01,89.7706401529,102.864746354472,108.920334230165,110.521808774833,2695.05,4131.93017578125
2022-05-01,90.032355604483,102.992020631283,109.131586243159,110.798556579021,2685.9,4132.14990234375
2022-06-01,90.209392395515,103.057430277951,109.089435136223,110.843174086981,2332.64,3785.3798828125
2022-07-01,90.277628808144,103.045955523946,108.955893850023,110.761082511858,2451.5,4130.2900390625
2022-08-01,90.18309875086,102.849391285285,108.655174044608,110.510240898457,2472.05,3955.0
2022-09-01,90.033501088108,102.618170003506,108.332129344719,110.245316034444,2155.49,3585.6201171875
2022-10-01,89.538002730445,101.796939690961,107.278661168913,109.430993156433,2293.61,3871.97998046875
2022-11-01,88.346542953512,100.259681244924,105.350389073241,107.878182756007,2472.53,4080.110107421875
2022-12-01,86.997706396861,98.928260991935,103.284657497612,106.241651515674,2236.4,3839.5
2023-01-01,85.184348200224,96.849807033561,100.66695449496,104.211223812334,2425.08,4076.60009765625
2023-02-01,84.274112862068,95.552857252526,99.143396818311,103.003109691615,2412.85,3970.14990234375
2023-03-01,83.491044623939,94.178370227512,97.56968751499,101.744241293528,2476.86,4109.31005859375
2023-04-01,82.746840972673,93.183925956362,96.160047300527,100.580607108595,2501.53,4169.47998046875
2023-05-01,82.173216763719,92.182989461471,95.208845361792,99.726205279184,2577.12,4179.830078125
2023-06-01,82.124200535742,91.692039705008,94.870467899681,99.37560102628,2564.28,4450.3798828125
2023-07-01,82.156803736651,91.214070366651,94.641198394942,99.111855649123,2632.58,4588.9599609375
2023-08-01,82.322031409484,90.903106847869,94.633201063931,99.026735667322,2556.27,4507.66015625
2023-09-01,82.68560745342,90.966072284198,94.833503058579,99.110988964635,2465.07,4288.0498046875
2023-10-01,82.980073578041,91.049823765605,95.019300599168,99.202660980208,2277.99,4193.7998046875
2023-11-01,83.079594394315,91.001862178281,95.078894148278,99.208625612502,2535.29,4567.7998046875
2023-12-01,83.022688280387,90.868150018112,94.998103457235,99.101820847619,2655.28,4769.830078125
2024-01-01,82.866576675259,90.689336318431,94.853762605262,98.947892087799,2497.09,4845.64990234375
2024-02-01,82.785734973703,90.557085334795,94.758451082074,98.840241530226,2642.36,5096.27001953125
2024-03-01,82.679022588296,90.402823112681,94.62246834136,98.681072550574,2746.63,5254.35009765625
2024-04-01,82.585200311281,90.200649707102,94.487925677267,98.467396382991,2692.06,5035.68994140625
2024-05-01,82.604580706284,90.117686552351,94.419692427117,98.339587869328,2636.52,5277.509765625
2024-06-01,82.728414646424,90.203512121595,94.421335022849,98.246266778735,2797.82,5460.47998046875
2024-07-01,83.353925621284,90.510810625196,94.602586944017,98.24429063401,2770.69,5522.2998046875
2024-08-01,84.304133758834,91.068669597113,94.962582970236,98.360147912476,2674.31,5648.39990234375
2024-09-01,85.195820065589,91.676842381801,95.390383161628,98.536858842973,2593.27,5762.47998046875
2024-10-01,85.727981955223,92.008074467481,95.64812982697,98.640451854603,2556.15,5705.4501953125
2024-11-01,86.034895395153,92.196238892393,95.770360376269,98.646532166241,2455.91,6032.3798828125
2024-12-01,86.313610339678,92.332263194303,95.821424630708,98.552413438973,2399.49,5881.6298828125
2025-01-01,86.408729371873,92.344621805357,95.743342147665,98.406001192777,2517.37,6040.52978515625
2025-02-01,86.521876422701,92.33187446981,95.679699300393,98.267697582328,2532.78,5954.5
2025-03-01,87.428497463297,92.520777785678,95.811654230831,98.223088361603,2481.12,5611.85009765625
2025-04-01,88.698575736835,92.953313394229,96.058059485691,98.247239998205,2556.61,5569.06005859375
2025-05-01,89.517426818437,93.200542403929,96.225086422518,98.263751147454,2697.67,5911.68994140625
2025-06-01,91.34989204909,93.88803189885,96.678188184035,98.416985452203,3071.7,6204.9501953125
2025-07-01,92.722982396927,94.862175625085,97.160633521091,98.622654194828,3245.44,6339.39013671875
2025-08-01,93.457031524658,95.218215443445,97.346037299558,98.652894720083,3186.01,6460.259765625
2025-09-01,94.358933572894,95.839229391321,97.655592382224,98.756100895198,3424.6,6688.4599609375
2025-10-01,95.905890354186,97.042387119744,98.237847226522,99.034942028795,4107.5,6840.2001953125
2025-11-01,97.710724134883,98.528939046802,99.007421460389,99.437174148336,3926.59,6849.08984375
2025-12-01,99.024362444055,99.265332807681,99.536355242653,99.750624852697,4214.17,6845.5
2026-01-01,100.0,100.0,100.0,100.0,5224.36,6939.02978515625
2026-02-01,101.362011686407,101.307177075722,100.713843043353,100.404504300959,6244.13,6878.8798828125
2026-03-01,102.55759146066,103.037484756319,101.478061247684,100.843197158039,5052.46,6528.52001953125
2026-04-01,103.4847300449,104.1882903846,102.0336385255,101.163195912,6598.87,7209.009765625
2026-05-01,104.1204902649,105.3072501342,102.5071597994,101.4147871678,8476.15,7580.06005859375
2026-06-01,105.0432463606,106.6467437521,103.1994289147,101.7480720182,8476.48,7499.35986328125
2026-07-01,105.9245576668,108.026460044,104.0386754753,102.1695093846,6595.45,7489.72021484375
2026-08-01,106.940349377,109.4790208436,104.8875749497,102.5864513057,6820.02,7686.14013671875
2026-09-01,,,,,6756.42,7656.97998046875
